listing_id,current_title,reason,recommendation_strength
4512043113,"Men's Gold Wedding Band, Silver Gold Ring, Gold Gold Ring, Available in 6mm, 8mm, 10mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR514. Winner: 1205809654",HIGH
647238976,"Tungsten Wedding Band Men & Women Black Tungsten Wedding Band Anniversary Ring Brush Wedding Ring Comfort Fit Anniversary Band Promise Ring","SKU duplicate: JDTR085. Winner: 4512043415",HIGH
1219752199,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR265. Winner: 4512044956",HIGH
4512042873,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR515. Winner: 1219743529",HIGH
1205805478,"Tungsten Ring Green, Men's Tungsten Band, Men's Tungsten Ring, Tungsten Band, Men's Wedding Ring, Men's Wedding Band, Personalized Ring","SKU duplicate: AYTR143. Winner: 4512044268",HIGH
830782267,"Faceted Black Mens Tungsten Carbide Wedding Band with Off Set Rose Gold Groove, Silver Brushed Anniversary, Engagement, Promise Ring for Him","SKU duplicate: JDTR837. Winner: 4512044264",HIGH
4512043101,"Men's Damascus Steel Wedding Band, Black Damascus Steel Ring, Silver Damascus Steel Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR055. Winner: 817653539",HIGH
1205809810,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR591. Winner: 4512043109",HIGH
4512044674,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Available in 9mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: JDTR608. Winner: 661244157",HIGH
4512044474,"Men's Tungsten Carbide Wedding Band, Available in 4mm, 6mm, 8mm, Fingerprint Ring, Custom Fingerprint Jewelry, Personalized Engraved Ring","SKU duplicate: JDTR015. Winner: 803871736",HIGH
526237977,"Tungsten Wedding Band, Mens Rose Gold Tungsten Ring, Domed & Gun Metal High Polished Center 8mm, Tungsten Carbide Ring","SKU duplicate: JDTR740. Winner: 4512044258",HIGH
4512043808,"Men's Ceramic Wedding Band, White Ceramic Ring, Purple Ceramic Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR987. Winner: 1733308737",HIGH
817707937,"Men's Tungsten Carbide Wedding Band, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: AYTR051. Winner: 4512042503",HIGH
4512042177,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR145. Winner: 1219744527",HIGH
4512043912,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Pink Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR172. Winner: 519010084",HIGH
509472954,"Brushed Tungsten Ring Blue with Beveled Edges, Couples Tungsten Carbide Wedding Band, Anniversary, Engagement, Promise Ring for Him and Her","SKU duplicate: JDTR727. Winner: 4512044034",HIGH
510652228,"Blue Tungsten Wedding band, Mens Wedding Ring, Brushed Tungsten Ring, Polished Stepped Edge, Mens Tungsten Ring 6mm, Engagement Ring Promise","SKU duplicate: JDTR726. Winner: 4512044038",HIGH
647241320,"Tungsten Wedding Ring, Mens Women's Tungsten Ring, Rose Gold Tungsten Ting, 8mm, Men's Tungsten Ring, Brushed Domed Tungsten Band","SKU duplicate: JDTR599. Winner: 4512043910",HIGH
4512032847,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR743. Winner: 661072565",HIGH
4512042163,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: JDTR1163. Winner: 4315607855",HIGH
4512043918,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR696. Winner: 524466601",HIGH
803810924,"Men's Tungsten Carbide Wedding Band, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring, Comfort Fit, Free Engraving","SKU duplicate: AYTR069. Winner: 4512042023",HIGH
803836306,"Tungsten Wood Rings | Snake Wood Wedding Band, Wood Engagement, Anniversary, Promise Silver Brushed Flat Tungsten Carbide Comfort Fit Ring","SKU duplicate: AYTR082. Winner: 4512032859",HIGH
4512034338,"Men's Tungsten Carbide Wedding Band, Blue Tungsten Carbide Ring, Orange Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR412. Winner: 1219759455",HIGH
1205804210,"IRONMAN | Orange Tungsten Ring Black Groove Stepped Edge, Mens Tungsten Wedding Band, Tungsten Carbide Ring, Tungsten Ring Men Black","SKU duplicate: AYTR387. Winner: 4512043576",HIGH
4512043678,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR377. Winner: 1205809612",HIGH
669958022,"Tungsten Wedding Band Silver, Yellow Gold Double Braid Tungsten Ring,Mens Wedding Band Tungsten Carbide, Promise Rings for Him, Unique RIng","SKU duplicate: JDTR683. Winner: 4512033408",HIGH
4512033748,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR775. Winner: 1842100856",HIGH
4512033902,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR641. Winner: 1219752847",HIGH
4512033752,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: JDTR792. Winner: 803888310",HIGH
817771559,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: JDTR332. Winner: 4512032145",HIGH
532808333,"Mens Wedding Band  Tungsten Ring  Silver High Polish with Green Black Carbon Fiber Inlay Beveled Edge 9mm Tungsten Carbide Wedding Ring","SKU duplicate: JDTR324. Winner: 4512032431",HIGH
4512033412,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 8mm","SKU duplicate: AYTR263. Winner: 1205803770",HIGH
4512032143,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR331. Winner: 1205809314",HIGH
4512031769,"Tungsten Ring Brushed Silver, Tungsten Carbide, Mens Wedding Band, Engagement Ring, Promise Ring, Rings for Men, Anniversary Ring, Mens Ring","SKU duplicate: JDTR045. Winner: 519005070",HIGH
512436046,"Brushed Silver Black Tungsten Ring Wedding Band Ring Tungsten Carbide 8mm 18K Tungsten Ring Man Male Women Anniversary Matching","SKU duplicate: TR675. Winner: 4512032001",HIGH
522893837,"Tungsten Wooden Rose Wood Ring, Mens Black Wedding Band, Black Mens Ring, Wood Inlay Tungsten , Black Tungsten Wedding Ring, Rings for Him","SKU duplicate: AYTR013. Winner: 4512033634",HIGH
1842100744,"Black Tungsten Ring with White CZ Diamonds - Beveled Edge Wedding Band - Luxury Comfort Fit - 8mm Width - Modern Design","SKU duplicate: JDTR1028. Winner: 4512032425",HIGH
4512031639,"Men's Silver Wedding Band, Black Silver Ring, Silver Silver Ring, Available in 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR029. Winner: 634953928",HIGH
4512034026,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR1086. Winner: 1822237743",HIGH
4512033400,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Orange Tungsten Carbide Ring, Available in 8mm","SKU duplicate: AYTR260. Winner: 1219744839",HIGH
4512033532,"Mens Tungsten Wedding Band Flat Brushed Center with High Polish Stepped Edge","SKU duplicate: JDTR354. Winner: 509106182",HIGH
523292385,"Blue Tungsten Ring with Hawaiian Koa Wood Inlay Beveled Edge 8mm Mens Wedding Band","SKU duplicate: JDTR752. Winner: 4512032632",HIGH
660954126,"Actual Fingerprint | Couples Ring, Forever Heart, Promise Ring, Engraved Ring, Anniversary Ring, Engagement Ring, Mens Wedding Band, Ring","SKU duplicate: AYTR012. Winner: 4512029927",HIGH
539296482,"Orange Tungsten Ring Mens Wedding Band Atomic Orange - 4mm, 6mm, 8mm, 10mm","SKU duplicate: AYTR012. Winner: 4512029927",HIGH
4512032636,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Orange Tungsten Carbide Ring, Available in 4mm, 6mm, 8mm","SKU duplicate: AYTR012. Winner: 4512029927",HIGH
518984776,"Men's Wedding Band Tungsten Wedding Band Red Carbon Fiber Tungsten Ring Tungsten Carbide Men & Women Brush Black Ring Comfort Fit","SKU duplicate: JDTR205. Winner: 4512033090",HIGH
4512031369,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm, Fingerprint Ring","SKU duplicate: JDTR902. Winner: 676748103",HIGH
510639990,"Tungsten Wedding Band Black Domed Brushed Center High Polished Beveled Edge","SKU duplicate: JDTR697. Winner: 4512033194",HIGH
885311147,"Black Tungsten Ring | Carbon Fiber Mens Wedding Band, Hammered Ring, Engagement Ring, Black Ring Tungsten, Mens Black Ring, Anniversary Ring","SKU duplicate: JDTR869. Winner: 4512030915",HIGH
4512030691,"Men's Damascus Steel Wedding Band, Silver Damascus Steel Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm, Personalized Engraved Ring","SKU duplicate: AYTR061. Winner: 817711565",HIGH
4512031535,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR367. Winner: 1219753255",HIGH
4512032156,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR700. Winner: 526244355",HIGH
4512030841,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR539. Winner: 1205810566",HIGH
4512031365,"Men's Tungsten Carbide Wedding Band, Purple Tungsten Carbide Ring, Gunmetal Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR150. Winner: 1219752479",HIGH
522902423,"Blue Tungsten Ring | Black Tungsten Band | Men's Wedding Band | Black Tungsten Ring | Blue Tungsten Band | Rings for Men | Personalized Ring","SKU duplicate: JDTR734. Winner: 4512032286",HIGH
4512032294,"Men's Titanium Wedding Band, Silver Titanium Ring, Red Titanium Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR110. Winner: 1205795278",HIGH
4512032630,"Men's Wood Wedding Band, Silver Wood Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR080. Winner: 817705011",HIGH
4512030591,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR367. Winner: 526255301",HIGH
661241993,"Tungsten Wedding Band Yellow, Tungsten Wedding Ring Gold, Anniversary Ring, Mens Ring, Promise Ring,His & Her, Engagement Ring, Couples Ring","SKU duplicate: JDTR810. Winner: 4512031539",HIGH
4512031259,"Men's Tungsten Carbide Wedding Band, Gold Tungsten Carbide Ring, Pink Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR703. Winner: 509105132",HIGH
4512031529,"Men's Tungsten Carbide Wedding Band, Brown Tungsten Carbide Ring, Gunmetal Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR246. Winner: 1351010165",HIGH
4512032746,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Wood Inlay Wedding Band, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR041. Winner: 803800326",HIGH
830800425,"Silver Brushed Mens Tungsten Carbide Wedding Ring with Rose Gold Groove and Band, Anniversary, Engagement and Promise Rings for Him","SKU duplicate: JDTR836. Winner: 4512030697",HIGH
4512031033,"Men's Titanium Wedding Band, Silver Titanium Ring, Red Titanium Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: AYTR297. Winner: 1205805302",HIGH
526240319,"Black and Gold Tungsten Ring Black Center Grooved Gold Sides Tungsten Carbide","SKU duplicate: JDTR731. Winner: 4512032502",HIGH
4512031377,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR615. Winner: 1205795136",HIGH
1219743177,"CRUSADER | Orange Tungsten Ring Green Groove Gold Beveled Edges, Mens Tungsten Wedding Band, Tungsten Carbide Ring, Tungsten Ring Men","SKU duplicate: AYTR505. Winner: 4512031379",HIGH
1219744055,"Titanium Ring Blue, Men's Wedding Band, Men's Wedding Ring, Titanium Band, Titanium Wedding Band, Hammered Titanium, Light Weight Ring","SKU duplicate: AYTR108. Winner: 4512032296",HIGH
1219754359,"NUTMEG | Tungsten Ring Orange Inside, Mens Tungsten Wedding Band, Tungsten Carbide Ring, Tungsten Ring Men,, Personalized Ring, Engraved","SKU duplicate: AYTR144. Winner: 4512030463",HIGH
661079893,"Black Brushed Mens Wedding Band with Silver Groove, Tungsten Carbide Rings for Him, His and Her Black Anniversary Comfort Fit Bands","SKU duplicate: JDTR701. Winner: 4512030459",HIGH
1205803224,"MISFIT | Purple Tungsten Ring Blue Groove Stepped Edge, Mens Wedding Band, Tungsten Carbide, Tungsten Wedding Ring, Tungsten Band, Mens Ring","SKU duplicate: AYTR660. Winner: 4512030333",HIGH
4512030211,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR436. Winner: 1219759809",HIGH
4512031906,"Men's Tungsten Carbide Wedding Band, Gold Tungsten Carbide Ring, Rose Gold Tungsten Carbide Ring, Available in 2mm, 4mm, 5mm","SKU duplicate: JDTR334. Winner: 526256379",HIGH
532801415,"Mens Wedding Band  Tungsten Ring  Silver High Polish with Blue Carbon Fiber Inlay 8mm Tungsten Carbide Wedding Ring","SKU duplicate: JDTR204. Winner: 4512031354",HIGH
1205809884,"TEMPLAR | Purple Tungsten Ring Green Groove Gold Beveled Edges, Mens Wedding Band, Tungsten Carbide, Tungsten Wedding Ring, Tungsten Band,","SKU duplicate: AYTR506. Winner: 4512030331",HIGH
634954696,"SHADOW | Tungsten Ring Black Orange Groove, Tungsten Band, Tungsten Carbide, Mens Wedding Band, Black Tungsten, Mens Ring, Personalized Ring","SKU duplicate: AYTR031. Winner: 4512031502",HIGH
1219758691,"TRIBAL | Orange Tungsten Ring Red Groove Gold Beveled Edges, Mens Tungsten Wedding Band, Tungsten Carbide Ring, Tungsten Ring Men , Engraved","SKU duplicate: AYTR357. Winner: 4512032066",HIGH
4512022078,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 4mm, 6mm, 8mm","SKU duplicate: AYTR010. Winner: 553099247",HIGH
4512031362,"Men's Tungsten Carbide Wedding Band, Available in 6mm, 8mm, Fingerprint Ring, Custom Fingerprint Jewelry, Personalized Engraved Ring","SKU duplicate: AYTR010. Winner: 553099247",HIGH
674792981,"Personalized Ring | Two Fingerprint Ring, Actual Fingerprint, Anchor Symbol, Promise Ring, Engraved Ring, Anniversary Ring, Engagement Ring","SKU duplicate: AYTR010. Winner: 553099247",HIGH
4512030219,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR749. Winner: 661079285",HIGH
512436422,"Black IP Celtic Cut Out Design Inlay 8mm Tungsten Carbide Wedding Ring","SKU duplicate: JDTR674. Winner: 4512030061",HIGH
4512031356,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Silver Tungsten Carbide Ring, Available in 8mm, Personalized Engraved Ring","SKU duplicate: JDTR622. Winner: 661073527",HIGH
1219752389,"LYNX | Purple Tungsten Ring Red Groove Gold Beveled Edges, Mens Wedding Band, Tungsten Carbide, Tungsten Wedding Ring, Tungsten Band,","SKU duplicate: AYTR353. Winner: 4512032158",HIGH
4512029721,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Pink Tungsten Carbide Ring, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR151. Winner: 518990008",HIGH
4512030067,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: JDTR745. Winner: 524467763",HIGH
1219743503,"CITRUS | Titanium Ring Orange Inside, Titanium Band, Mens Titanium Wedding Band, Hammered Titanium Light Weight Ring, Personalized Ring","SKU duplicate: AYTR111. Winner: 4512030457",HIGH
4512030327,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR002. Winner: 528029467",HIGH
803878882,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: JDTR020. Winner: 4512029719",HIGH
528048177,"Personalized Finger Print Brushed Finished Dog Tag w/ Name - Laser Engraved Finger Print Dog Tag","SKU duplicate: AYSSTAG. Winner: 541041099",HIGH
4512021740,"Personalized Finger Print Brushed Finished Dog Tag w/ Name - Laser Engraved Finger Print Dog Tag","SKU duplicate: AYSSTAG. Winner: 541041099",HIGH
4512018041,"Personalized Handwritten Dog Tag - Laser Engraved Handwritten Dog Tag","SKU duplicate: AYSSTAG. Winner: 541041099",HIGH
518997310,"Mens Wedding Band Hammered | Tungsten Ring Silver, Tungsten Carbide, Promise Rings, Engagement Rings, Anniversary Ring, Personalized Ring","SKU duplicate: JDTR177. Winner: 4512022086",HIGH
4512020715,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Purple Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR120. Winner: 1219745003",HIGH
4512021752,"Men's Tungsten Carbide Wedding Band, Blue Tungsten Carbide Ring, Orange Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm","SKU duplicate: AYTR087. Winner: 803792844",HIGH
4512020607,"Men's Tungsten Carbide Wedding Band, Gold Tungsten Carbide Ring, Available in 2mm, 4mm, 5mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR185. Winner: 532814209",HIGH
4512019495,"Men's Tungsten Carbide Wedding Band, Gold Tungsten Carbide Ring, Available in 2mm, 4mm, 5mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR185. Winner: 532814209",HIGH
532810197,"Mens Wedding Band  Tungsten Ring  High Polish Yellow Gold Plated Thin Band 2mm Tungsten Carbide Wedding Ring","SKU duplicate: JDTR185. Winner: 532814209",HIGH
4512021968,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Orange Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR330. Winner: 1205795922",HIGH
4512020489,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR043. Winner: 803825222",HIGH
4512021528,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR386. Winner: 1219743957",HIGH
646449939,"Wood Rings |  Whiskey Barrel Wood Ring, Wood Wedding Band, Wood Engagement Ring, Anniversary Ring, Black Wedding Band, Tungsten Carbide","SKU duplicate: AYTR024. Winner: 646450961",HIGH
4512008502,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Brown Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm","SKU duplicate: AYTR024. Winner: 646450961",HIGH
4512021964,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Brown Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 6mm","SKU duplicate: AYTR024. Winner: 646450961",HIGH
4512019921,"Domed Black Brushed Mens Tungsten Carbide Wedding Band with Rose Gold Groove, Silver Brushed Anniversary, Engagement, Promise Ring for Him","SKU duplicate: JDTR838. Winner: 816884694",HIGH
1205793822,"Tungsten Ring Green, Men's Tungsten Band, Men's Tungsten Ring, Tungsten Band, Men's Wedding Ring, Men's Wedding Band, Personalized Ring","SKU duplicate: AYTR434. Winner: 4512021382",HIGH
1205802548,"PEACOCK | Green Tungsten Ring Red Groove","SKU duplicate: AYTR614. Winner: 4512020287",HIGH
4512022076,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Available in 6mm, 8mm, Personalized Engraved Ring, Comfort Fit","SKU duplicate: JDTR665. Winner: 526251287",HIGH
4512021524,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR085. Winner: 817327103",HIGH
803835048,"Tungsten Wood Rings | Whiskey Barrel Wood Wedding Ring, Wood Engagement, Anniversary Ring, Silver Brushed Domed Tungsten Carbide Comfort Fit","SKU duplicate: AYTR074. Winner: 4512019281",HIGH
4512019487,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Gold Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR566. Winner: 1205803900",HIGH
4512021132,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR045. Winner: 803434560",HIGH
524454669,"Gun Metal, Mens Wedding Band Brushed, Tungsten Wedding Ring, Black Tungsten Carbide, Promise Ring, Anniversary Ring,Engagement Rings for Men","SKU duplicate: JDTR778. Winner: 4512021012",HIGH
634952800,"Orange Tungsten Carbide Wedding Band Comfort Fit Design Grooved","SKU duplicate: AYTR027. Winner: 4512019725",HIGH
647335116,"Tungsten Wedding Band, Black Wedding Band, Mens Wedding Band, Engraving, Anniversary, Brushed, Polished, Mens Ring, His Hers","SKU duplicate: JDTR115. Winner: 4512019283",HIGH
1219753587,"HARMONY | Purple Tungsten Ring Rose Gold Groove, Mens Wedding Band, Tungsten Carbide, Tungsten Wedding Ring, Tungsten Band, Mens Ring","SKU duplicate: AYTR373. Winner: 4512021244",HIGH
4512020342,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: JDTR100. Winner: 803881478",HIGH
661524043,"Rose Gold Tungsten Ring,Tungsten Meteorite Ring,Mens Wedding Band,Tungsten Band, Mens Ring,Wedding Band,Anniversary,Engagement,Promise Ring","SKU duplicate: JDTR625. Winner: 4512019055",HIGH
4512020538,"Men's Damascus Steel Wedding Band, Black Damascus Steel Ring, Silver Damascus Steel Ring, Wood Inlay Wedding Band, Available in 6mm, 8mm","SKU duplicate: AYTR063. Winner: 817712827",HIGH
803816290,"Wood Rings | Iron Wood Ring, Tungsten Carbide Wedding Band, Wood Engagement Ring, Anniversary Ring, Black Tungsten Promise Rings for Him","SKU duplicate: AYTR042. Winner: 4512019717",HIGH
4512019721,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm, Personalized Engraved Ring","SKU duplicate: AYTR050. Winner: 803818144",HIGH
4512020882,"Fingerprint Jewelry | His and Her Fingerprint, Couples Ring, Promise Ring, Plus Engraved Ring, Personalized Ring, Anniversary Ring, Tungsten","SKU duplicate: JDTR791. Winner: 817767195",HIGH
803833060,"Tungsten Wood Rings | Olive Wood Wedding Band, Wood Engagement, Anniversary Ring, Silver Brushed Domed Tungsten Carbide Comfort Fit Ring","SKU duplicate: AYTR071. Winner: 4512019287",HIGH
4512019483,"Men's Tungsten Carbide Wedding Band, Black Tungsten Carbide Ring, Red Tungsten Carbide Ring, Wood Inlay Wedding Band, Available in 8mm","SKU duplicate: AYTR048. Winner: 803794772",HIGH
634953648,"Mens Wedding Band Purple, Black Wedding Ring, Tungsten Ring 8mm, Engagement Ring, Promise Ring, Rings for Men, Rings for Women, Personalized","SKU duplicate: AYTR028. Winner: 4512019289",HIGH
694856924,"Personalized Ring | Two Fingerprint Ring, Actual Fingerprint, Anchor Symbol, Promise Ring, Engraved Ring, Anniversary Ring, Engagement Ring","SKU duplicate: JDTR800. Winner: 4512020888",HIGH
4512019916,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm, 10mm","SKU duplicate: AYTR513. Winner: 1205804840",HIGH
1219743355,"Tungsten Ring Green, Men's Tungsten Band, Men's Tungsten Ring, Tungsten Band, Men's Wedding Ring, Men's Wedding Band, Personalized Ring","SKU duplicate: AYTR355. Winner: 4512018845",HIGH
1205802920,"Tungsten Ring Green, Men's Tungsten Band, Men's Tungsten Ring, Tungsten Band, Men's Wedding Ring, Men's Wedding Band, Personalized Ring","SKU duplicate: AYTR329. Winner: 4512018711",HIGH
4512018705,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Blue Tungsten Carbide Ring, Carbon Fiber Wedding Band, Available in 8mm","SKU duplicate: JDTR158. Winner: 518986696",HIGH
817662471,"Tungsten Wood Rings | Red Blue Box Elder Wood Wedding Band, Wood Engagement, Anniversary Ring, Silver Brushed Domed Tungsten Carbide","SKU duplicate: AYTR066. Winner: 4512018497",HIGH
676764639,"Black Tungsten Ring, Men's Wedding Band, Tungsten Carbide, Mens Ring, Anniversary Ring, Promise Ring, Engagement Band, Rings for Men","SKU duplicate: JDTR823. Winner: 4512019914",HIGH
1205810588,"Tungsten Ring Green, Men's Tungsten Band, Men's Tungsten Ring, Tungsten Band, Men's Wedding Ring, Men's Wedding Band, Personalized Ring","SKU duplicate: AYTR375. Winner: 4512018847",HIGH
4512020036,"Men's Tungsten Carbide Wedding Band, Green Tungsten Carbide Ring, Gunmetal Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR148. Winner: 1219760167",HIGH
4512019922,"Men's Tungsten Carbide Wedding Band, Silver Tungsten Carbide Ring, Green Tungsten Carbide Ring, Available in 6mm, 8mm","SKU duplicate: AYTR365. Winner: 1205795712",HIGH
4512018407,"Blue Brushed Tungsten Carbide Wedding Ring with Rose Gold Band, Gift for Anniversary, Engagement, Promise Rings for Him","SKU duplicate: JDTR862. Winner: 830752869",HIGH
662910772,"Tungsten Ring Silver, Double Groove Rope, Tungsten Carbide Wedding Band, Mens Wedding Ring, Promise Ring, Anniversary Band, Rings for Men","SKU duplicate: JDTR801. Winner: 4512019666",HIGH
